instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_bin,hum_bin
9324,2012-01-29,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111,"(0.1, 0.2]","(0.4, 0.5]"
9325,2012-01-29,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,"(0.2, 0.3]","(0.3, 0.4]"
9326,2012-01-29,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,"(0.2, 0.3]","(0.2, 0.3]"
9327,2012-01-29,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288,"(0.3, 0.4]","(0.2, 0.3]"
9328,2012-01-29,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316,"(0.3, 0.4]","(0.2, 0.3]"
9329,2012-01-29,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280,"(0.3, 0.4]","(0.2, 0.3]"
9330,2012-01-29,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,"(0.3, 0.4]","(0.2, 0.3]"
9331,2012-01-29,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,"(0.3, 0.4]","(0.2, 0.3]"
9332,2012-01-29,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,"(0.3, 0.4]","(0.2, 0.3]"
9333,2012-01-29,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168,"(0.3, 0.4]","(0.2, 0.3]"
9334,2012-01-29,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159,"(0.3, 0.4]","(0.2, 0.3]"
9335,2012-01-29,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,"(0.2, 0.3]","(0.3, 0.4]"
9336,2012-01-29,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,"(0.2, 0.3]","(0.3, 0.4]"
9337,2012-01-29,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,"(0.2, 0.3]","(0.2, 0.3]"
9338,2012-01-29,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,"(0.2, 0.3]","(0.3, 0.4]"
9339,2012-01-30,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10,"(0.2, 0.3]","(0.2, 0.3]"
9340,2012-01-30,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9,"(0.2, 0.3]","(0.5, 0.6]"
9341,2012-01-30,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7,"(0.2, 0.3]","(0.4, 0.5]"
9342,2012-01-30,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4,"(0.2, 0.3]","(0.4, 0.5]"
9343,2012-01-30,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5,"(0.2, 0.3]","(0.5, 0.6]"
9344,2012-01-30,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26,"(0.2, 0.3]","(0.5, 0.6]"
9345,2012-01-30,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80,"(0.2, 0.3]","(0.4, 0.5]"
9346,2012-01-30,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,"(0.2, 0.3]","(0.4, 0.5]"
9347,2012-01-30,1,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493,"(0.1, 0.2]","(0.4, 0.5]"
9348,2012-01-30,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,"(0.1, 0.2]","(0.4, 0.5]"
9349,2012-01-30,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85,"(0.2, 0.3]","(0.4, 0.5]"
9350,2012-01-30,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99,"(0.2, 0.3]","(0.3, 0.4]"
9351,2012-01-30,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134,"(0.2, 0.3]","(0.3, 0.4]"
9352,2012-01-30,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132,"(0.2, 0.3]","(0.3, 0.4]"
9353,2012-01-30,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115,"(0.3, 0.4]","(0.2, 0.3]"
9354,2012-01-30,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138,"(0.3, 0.4]","(0.2, 0.3]"
9355,2012-01-30,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221,"(0.3, 0.4]","(0.2, 0.3]"
9356,2012-01-30,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438,"(0.3, 0.4]","(0.2, 0.3]"
9357,2012-01-30,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410,"(0.3, 0.4]","(0.2, 0.3]"
9358,2012-01-30,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306,"(0.3, 0.4]","(0.4, 0.5]"
9359,2012-01-30,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181,"(0.3, 0.4]","(0.3, 0.4]"
9360,2012-01-30,1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162,"(0.3, 0.4]","(0.4, 0.5]"
9361,2012-01-30,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94,"(0.2, 0.3]","(0.4, 0.5]"
9362,2012-01-30,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52,"(0.2, 0.3]","(0.5, 0.6]"
9363,2012-01-31,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15,"(0.2, 0.3]","(0.5, 0.6]"
9364,2012-01-31,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8,"(0.2, 0.3]","(0.4, 0.5]"
9365,2012-01-31,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2,"(0.2, 0.3]","(0.4, 0.5]"
9366,2012-01-31,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2,"(0.2, 0.3]","(0.4, 0.5]"
9367,2012-01-31,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1,"(0.2, 0.3]","(0.4, 0.5]"
9368,2012-01-31,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22,"(0.2, 0.3]","(0.4, 0.5]"
9369,2012-01-31,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,"(0.2, 0.3]","(0.5, 0.6]"
9370,2012-01-31,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279,"(0.2, 0.3]","(0.5, 0.6]"
9371,2012-01-31,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512,"(0.2, 0.3]","(0.5, 0.6]"
9372,2012-01-31,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194,30,231,261,"(0.2, 0.3]","(0.5, 0.6]"
9373,2012-01-31,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194,34,110,144,"(0.3, 0.4]","(0.5, 0.6]"
9374,2012-01-31,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139,"(0.4, 0.5]","(0.3, 0.4]"
9375,2012-01-31,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194,"(0.4, 0.5]","(0.4, 0.5]"
9376,2012-01-31,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171,198,"(0.4, 0.5]","(0.3, 0.4]"
9377,2012-01-31,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160,"(0.4, 0.5]","(0.2, 0.3]"
9378,2012-01-31,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,27,150,177,"(0.5, 0.6]","(0.2, 0.3]"
9379,2012-01-31,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,30,277,307,"(0.5, 0.6]","(0.2, 0.3]"
9380,2012-01-31,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559,"(0.5, 0.6]","(0.2, 0.3]"
9381,2012-01-31,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582,16,486,502,"(0.5, 0.6]","(0.2, 0.3]"
9382,2012-01-31,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328,"(0.4, 0.5]","(0.2, 0.3]"
9383,2012-01-31,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238,"(0.4, 0.5]","(0.5, 0.6]"
9384,2012-01-31,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,0.2985,3,162,165,"(0.4, 0.5]","(0.3, 0.4]"
9385,2012-01-31,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129,"(0.4, 0.5]","(0.3, 0.4]"
9386,2012-01-31,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61,63,"(0.4, 0.5]","(0.3, 0.4]"
9387,2012-02-01,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,0,31,31,"(0.4, 0.5]","(0.3, 0.4]"
9388,2012-02-01,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,0,4,4,"(0.4, 0.5]","(0.4, 0.5]"
9389,2012-02-01,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,1,6,7,"(0.4, 0.5]","(0.4, 0.5]"
9390,2012-02-01,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,0,3,3,"(0.4, 0.5]","(0.4, 0.5]"
9391,2012-02-01,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,0,1,1,"(0.4, 0.5]","(0.4, 0.5]"
9392,2012-02-01,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18,"(0.4, 0.5]","(0.4, 0.5]"
9393,2012-02-01,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67,"(0.4, 0.5]","(0.5, 0.6]"
9394,2012-02-01,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,7,201,208,"(0.3, 0.4]","(0.6, 0.7]"
9395,2012-02-01,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,15,505,520,"(0.3, 0.4]","(0.7, 0.8]"
9396,2012-02-01,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194,9,267,276,"(0.3, 0.4]","(0.7, 0.8]"
9397,2012-02-01,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133,"(0.4, 0.5]","(0.6, 0.7]"
9398,2012-02-01,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,27,116,143,"(0.4, 0.5]","(0.5, 0.6]"
9399,2012-02-01,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,"(0.4, 0.5]","(0.5, 0.6]"
9400,2012-02-01,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186,"(0.4, 0.5]","(0.4, 0.5]"
9401,2012-02-01,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192,"(0.6, 0.7]","(0.3, 0.4]"
9402,2012-02-01,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194,"(0.6, 0.7]","(0.3, 0.4]"
9403,2012-02-01,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283,"(0.6, 0.7]","(0.3, 0.4]"
9404,2012-02-01,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,31,508,539,"(0.5, 0.6]","(0.4, 0.5]"
9405,2012-02-01,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526,"(0.5, 0.6]","(0.4, 0.5]"
9406,2012-02-01,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335,"(0.5, 0.6]","(0.5, 0.6]"
9407,2012-02-01,1,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642,10,254,264,"(0.4, 0.5]","(0.5, 0.6]"
9408,2012-02-01,1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233,"(0.4, 0.5]","(0.5, 0.6]"
9409,2012-02-01,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194,7,133,140,"(0.4, 0.5]","(0.5, 0.6]"
9410,2012-02-01,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,22,75,97,"(0.4, 0.5]","(0.6, 0.7]"
9411,2012-02-02,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343,7,24,31,"(0.4, 0.5]","(0.5, 0.6]"
9412,2012-02-02,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0.0,3,14,17,"(0.4, 0.5]","(0.5, 0.6]"
9413,2012-02-02,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,2,7,9,"(0.4, 0.5]","(0.6, 0.7]"
9414,2012-02-02,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2,"(0.4, 0.5]","(0.6, 0.7]"
9415,2012-02-02,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1,"(0.4, 0.5]","(0.8, 0.9]"
9416,2012-02-02,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19,"(0.4, 0.5]","(0.8, 0.9]"
9417,2012-02-02,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0.0,1,73,74,"(0.3, 0.4]","(0.8, 0.9]"
9418,2012-02-02,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0.0,4,201,205,"(0.3, 0.4]","(0.9, 1.0]"
9419,2012-02-02,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,9,436,445,"(0.4, 0.5]","(0.8, 0.9]"
9420,2012-02-02,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0.0,15,213,228,"(0.3, 0.4]","(0.8, 0.9]"
9421,2012-02-02,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,6,72,78,"(0.4, 0.5]","(0.7, 0.8]"
9422,2012-02-02,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99,105,"(0.4, 0.5]","(0.8, 0.9]"
9423,2012-02-02,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0.0,8,140,148,"(0.4, 0.5]","(0.8, 0.9]"
9424,2012-02-02,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0.0,13,124,137,"(0.4, 0.5]","(0.7, 0.8]"
9425,2012-02-02,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141,"(0.4, 0.5]","(0.7, 0.8]"
9426,2012-02-02,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,24,150,174,"(0.4, 0.5]","(0.6, 0.7]"
9427,2012-02-02,1,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836,18,211,229,"(0.4, 0.5]","(0.5, 0.6]"
9428,2012-02-02,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450,"(0.4, 0.5]","(0.5, 0.6]"
9429,2012-02-02,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410,"(0.4, 0.5]","(0.4, 0.5]"
9430,2012-02-02,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,16,311,327,"(0.3, 0.4]","(0.4, 0.5]"
9431,2012-02-02,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213,"(0.3, 0.4]","(0.4, 0.5]"
9432,2012-02-02,1,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,4,144,148,"(0.3, 0.4]","(0.4, 0.5]"
9433,2012-02-02,1,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,3,106,109,"(0.2, 0.3]","(0.4, 0.5]"
9434,2012-02-02,1,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,0,61,61,"(0.3, 0.4]","(0.4, 0.5]"
9435,2012-02-03,1,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,1,37,38,"(0.2, 0.3]","(0.5, 0.6]"
9436,2012-02-03,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284,3,19,22,"(0.2, 0.3]","(0.5, 0.6]"
9437,2012-02-03,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6,"(0.2, 0.3]","(0.5, 0.6]"
9438,2012-02-03,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4,"(0.2, 0.3]","(0.5, 0.6]"
9439,2012-02-03,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2,"(0.2, 0.3]","(0.5, 0.6]"
9440,2012-02-03,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17,"(0.2, 0.3]","(0.5, 0.6]"
9441,2012-02-03,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88,"(0.2, 0.3]","(0.6, 0.7]"
9442,2012-02-03,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226,"(0.2, 0.3]","(0.6, 0.7]"
9443,2012-02-03,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441,"(0.2, 0.3]","(0.6, 0.7]"
9444,2012-02-03,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270,"(0.2, 0.3]","(0.6, 0.7]"
9445,2012-02-03,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129,"(0.2, 0.3]","(0.5, 0.6]"
9446,2012-02-03,1,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164,"(0.3, 0.4]","(0.5, 0.6]"
9447,2012-02-03,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216,"(0.3, 0.4]","(0.4, 0.5]"
9448,2012-02-03,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0.0,25,173,198,"(0.3, 0.4]","(0.4, 0.5]"
9449,2012-02-03,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170,"(0.3, 0.4]","(0.4, 0.5]"
9450,2012-02-03,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,0.0,48,168,216,"(0.3, 0.4]","(0.3, 0.4]"
9451,2012-02-03,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311,"(0.4, 0.5]","(0.3, 0.4]"
9452,2012-02-03,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488,"(0.4, 0.5]","(0.3, 0.4]"
9453,2012-02-03,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385,"(0.3, 0.4]","(0.3, 0.4]"
9454,2012-02-03,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267,"(0.3, 0.4]","(0.4, 0.5]"
9455,2012-02-03,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,"(0.3, 0.4]","(0.4, 0.5]"
9456,2012-02-03,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134,"(0.3, 0.4]","(0.4, 0.5]"
9457,2012-02-03,1,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045,3,116,119,"(0.3, 0.4]","(0.4, 0.5]"
9458,2012-02-03,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,3,74,77,"(0.2, 0.3]","(0.6, 0.7]"
9459,2012-02-04,1,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,10,76,86,"(0.2, 0.3]","(0.6, 0.7]"
9460,2012-02-04,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,0,43,43,"(0.2, 0.3]","(0.6, 0.7]"
9461,2012-02-04,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44,"(0.2, 0.3]","(0.6, 0.7]"
9462,2012-02-04,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0.0,1,17,18,"(0.2, 0.3]","(0.7, 0.8]"
9463,2012-02-04,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6,"(0.2, 0.3]","(0.8, 0.9]"
9464,2012-02-04,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,1,3,4,"(0.2, 0.3]","(0.8, 0.9]"
9465,2012-02-04,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5,"(0.2, 0.3]","(0.8, 0.9]"
9466,2012-02-04,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28,"(0.2, 0.3]","(0.8, 0.9]"
9467,2012-02-04,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90,"(0.2, 0.3]","(0.8, 0.9]"
9468,2012-02-04,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157,"(0.2, 0.3]","(0.8, 0.9]"
9469,2012-02-04,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224,"(0.2, 0.3]","(0.8, 0.9]"
9470,2012-02-04,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0.0,46,224,270,"(0.3, 0.4]","(0.6, 0.7]"
9471,2012-02-04,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300,"(0.3, 0.4]","(0.6, 0.7]"
9472,2012-02-04,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302,"(0.2, 0.3]","(0.6, 0.7]"
9473,2012-02-04,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276,"(0.3, 0.4]","(0.6, 0.7]"
9474,2012-02-04,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305,"(0.3, 0.4]","(0.6, 0.7]"
9475,2012-02-04,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143,"(0.3, 0.4]","(0.6, 0.7]"
9476,2012-02-04,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,"(0.2, 0.3]","(0.6, 0.7]"
9477,2012-02-04,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64,"(0.2, 0.3]","(0.7, 0.8]"
9478,2012-02-04,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,"(0.2, 0.3]","(0.8, 0.9]"
9479,2012-02-04,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77,"(0.2, 0.3]","(0.9, 1.0]"
9480,2012-02-04,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78,"(0.2, 0.3]","(0.9, 1.0]"
9481,2012-02-04,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95,"(0.2, 0.3]","(0.8, 0.9]"
9482,2012-02-04,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70,"(0.2, 0.3]","(0.8, 0.9]"
9483,2012-02-05,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61,"(0.2, 0.3]","(0.8, 0.9]"
9484,2012-02-05,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51,"(0.2, 0.3]","(0.9, 1.0]"
9485,2012-02-05,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63,"(0.2, 0.3]","(0.9, 1.0]"
9486,2012-02-05,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17,"(0.2, 0.3]","(0.8, 0.9]"
9487,2012-02-05,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9,"(0.2, 0.3]","(0.8, 0.9]"
9488,2012-02-05,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4,"(0.2, 0.3]","(0.8, 0.9]"
9489,2012-02-05,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4,"(0.2, 0.3]","(0.6, 0.7]"
9490,2012-02-05,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16,"(0.2, 0.3]","(0.7, 0.8]"
9491,2012-02-05,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62,"(0.2, 0.3]","(0.7, 0.8]"
9492,2012-02-05,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92,"(0.2, 0.3]","(0.6, 0.7]"
9493,2012-02-05,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148,"(0.2, 0.3]","(0.6, 0.7]"
9494,2012-02-05,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182,"(0.2, 0.3]","(0.6, 0.7]"
9495,2012-02-05,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248,"(0.2, 0.3]","(0.6, 0.7]"
9496,2012-02-05,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274,"(0.2, 0.3]","(0.6, 0.7]"
9497,2012-02-05,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243,"(0.3, 0.4]","(0.6, 0.7]"
9498,2012-02-05,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,"(0.2, 0.3]","(0.5, 0.6]"
9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,"(0.2, 0.3]","(0.5, 0.6]"
9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,"(0.3, 0.4]","(0.5, 0.6]"
9501,2012-02-05,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,"(0.2, 0.3]","(0.5, 0.6]"
9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,"(0.2, 0.3]","(0.5, 0.6]"
9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,"(0.2, 0.3]","(0.5, 0.6]"
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,"(0.2, 0.3]","(0.5, 0.6]"
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,"(0.2, 0.3]","(0.5, 0.6]"
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,"(0.2, 0.3]","(0.6, 0.7]"
9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,"(0.2, 0.3]","(0.6, 0.7]"
9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,"(0.2, 0.3]","(0.7, 0.8]"
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,"(0.2, 0.3]","(0.7, 0.8]"
9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,"(0.2, 0.3]","(0.7, 0.8]"
9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,"(0.2, 0.3]","(0.7, 0.8]"
